index,class,subclass,prov/terr,municipality,file_name,provider,source_url,licence,format,source_id,street_name,source_class,surface_type,width,geometry,geom_type,inscope_filter,inscope_value,bike_column,bike_value,walk_column,walk_value,multi_column,multi_value
46,multi-use,,bc,Vernon,Vernon_Walkways,City of Vernon,https://opendata.arcgis.com/api/v3/datasets/e673605087204dfcb897de2ed1ec2e5a_0/downloads/data?format=shp&spatialRefId=26911,https://www.vernon.ca/government-services/maps-gis/open-data-catalogue,shp,OBJECTID,Location,WALK_TYPE,MATERIAL,,geometry,linestring,,,,,WALK_TYPE,Stairs w ramp__Stairs__Sidewalk__Off-road trail,WALK_TYPE,Connector__Major multi-use__Paved multi-use__Unpaved multi
47,biking,,bc,Victoria,Bike_Lanes,City of Victoria,https://opendata.arcgis.com/api/v3/datasets/34632d5ee89d40ffa0462e717ae49d0b_23/downloads/data?format=shp&spatialRefId=3157,https://opendata.victoria.ca/pages/open-data-licence,shp,OBJECTID_1,,BikeLaneTy,,Width,geometry,linestring,,,,,,,,
48,walking,footpaths,bc,Victoria,Footpaths,City of Victoria,https://opendata.arcgis.com/api/v3/datasets/58f0852ed8bd43328048ab6ddcc28e77_16/downloads/data?format=shp&spatialRefId=3157,https://opendata.victoria.ca/pages/open-data-licence,shp,OBJECTID,Name,,,,geometry,linestring,,,,,,,,
49,multi-use,,bc,Victoria,Greenways_(OCP),City of Victoria,https://opendata.arcgis.com/api/v3/datasets/d67e6fb09ae84b9eb42e0901174ed2b5_5/downloads/data?format=shp&spatialRefId=3157,https://opendata.victoria.ca/pages/open-data-licence,shp,OBJECTID,,facility,,,geometry,linestring,,,,,facility,People Only Greenways,,
50,walking,sidewalks,bc,Victoria,Sidewalks,City of Victoria,https://opendata.arcgis.com/api/v3/datasets/59ad379b2a38458288d618060e435b51_5/downloads/data?format=shp&spatialRefId=3157,https://opendata.victoria.ca/pages/open-data-licence,shp,OBJECTID,,,,,geometry,polygon,,,,,,,,
51,biking,,bc,West Vancouver,ROADS_CYCLE_ROUTES_processed,City of West Vancouver,https://mapping.westvancouver.ca/PRODUCTS/OPEN/TRANSPORTATION/Cycle_Routes_SHP.ZIP,https://mapping.westvancouver.ca/OD/Open_Government_License_West_Vancouver-final.pdf,shp,GIS_ID,STREET_NAM,source_cla,SURFACE_L,,geometry,linestring,STATUS_L,Designated,,,,,,
52,walking,walking_routes,bc,Surrey,walking_routes,City of Surrey,https://cosmos.surrey.ca/geo_ref/Images/OpenDataArchives/Walking_Routes_KML.zip,https://data.surrey.ca/pages/open-government-licence-surrey,geojson,FACILITYID,,DESIGNATION,MATERIAL,WIDTH,geometry,linestring,,,,,,,,
0,walking,sidewalks,ns,East Hants,348c478b-d594-4e8b-9312-f6ebdd68db372020329-1-1b1bhxi.qbjrh,Municipality of East Hants,https://opendata.arcgis.com/api/v3/datasets/a3e4fe683f4f43da96c1fa538a474894_0/downloads/data?format=shp&spatialRefId=3857,https://ago-item-storage.s3.us-east-1.amazonaws.com/328d2dc2245e47a79dba05fe8a83ff59/Open_Data_User_License_Agreement.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEPP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIQDwmkY6%2BRV2ULifCy54KrHeA0p4MMrhDgsLxLWsKdtQUwIga2nE7Nx2uga20pe%2Fc5XCqV%2Bcp6bsVNyBE9h80NddIpIqgwQIq%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgw2MDQ3NTgxMDI2NjUiDNVhX5qRFd2hZ4gsQCrXA45rqj%2B4W8d7Eo05n%2BM1%2BkudMijJsQv95vxTxB3Q%2F%2F8Cqn9iUFtRq1ZP%2F63mn95UcIHzCopeDAKRafT4Iqr%2FmE7th2rMuA2xD9TP6qQCVoioUHt8l9kG5Ag1B%2Fjv9TtycLbfbjTKdJpcNKz3g54cY%2FNPUcUn4KLBiJoZqYwgYAoMt2jfzdU0%2FRAXWP8uWX9G%2BEvchquZgNW7W9ivD3B%2FRHcUn9GGVDyDhB%2B81ZEXNONw0mdG9tp0DhrPieE8vDo6SwSoUj0gXUgML2uVXBMYGUA7OCdz%2F%2FNY%2FTHhKfm7digT3qrJcC1K7Rb2Jy5WPSB%2BOE0KJTkdQ1ZYhpI2hN%2BtuWBhXg%2BFbK5DTssHh2%2BYEGSFT0A3vzshMN6tlh5uThEvdamFa5n9RrNz4Rg2kw%2BwFyOl7xBOTIsFosfHd6s6P8KvS7X%2FIqTguvaTJk07kGqWMpQ3UzqzSg4jgvtOR63ugSLmaHbOtw46blcJYJyQwO8LRDzTEgyAyI8zET1htX%2FTHnh4kknni3aV%2B8YHV4Sfiw722%2BRdr9a8x9uAUNT%2Bmk%2BRq1c1ZBefXWWC9hoWJyyxqXOg8RVt3WXz4Jne%2FcGYacUH0xfFS9UvIKuWvEcSAhjcVUktpEQ%2BEDCxj9WMBjqlAW71AYSQGySGRVEe1CJdBy3i2pmqbrCuTqods1iNIdi2l80y5vGEWlibJMiSltVLhlr4%2BaeAYHI%2FpPocaE7g2d6RLHKTjxzpwsHotDATv%2F12zh4IVvjRPnEAL08pMWoTV01Ey%2BA9xMx5oyiF0%2FDHVzIvcZjm%2BmBxYrQDh%2FMW3Dn0mYSGwG7sSf7k4Z0K517rICLaRMnr7hyZh9s0ZAFa39s%2BoxrdOA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20211117T190011Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAYZTTEKKE7CCYISPW%2F20211117%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=af1e7def782f344d867720aef63e1aeb9e1ef01185c9a04ba91915f133a8aeab,shp,,,,Type,,geometry,linestring,,,,,,,,
1,multi-use,activetravelways,ns,Halifax,Active_Travelways,Halifax Regional Municipality,https://opendata.arcgis.com/api/v3/datasets/a3631c7664ef4ecb93afb1ea4c12022b_0/downloads/data?format=shp&spatialRefId=4326,https://www.halifax.ca/home/open-data/open-data-licence,shp,ASSETID,MNAME,ASSETCODE,MAT,WIDTH,geometry,linestring,ASSETSTAT,INS,,,ASSETCODE,PTH__SWD__WAK,ASSETCODE,MUT
2,multi-use,bikeinfrastructure,ns,Halifax,Bike_Infrastructure_and_Suggested_Routes,Halifax Regional Municipality,https://opendata.arcgis.com/api/v3/datasets/460bba0983504ff9a3d74f144128b1ad_0/downloads/data?format=shp&spatialRefId=4326,https://www.halifax.ca/home/open-data/open-data-licence,shp,BIKEFACID,,BIKETYPE,,,geometry,linestring,BIKETYPE,LOCALSTBW__MUPATH__PAINTEDBL__PAVESHLDR__PROTBL__SIGNBR,BIKETYPE,LOCALSTBW__PAINTEDBL__PAVESHLDR__PROTBL__SIGNBR,,,BIKETYPE,MUPATH
0,multi-use,,mb,Winnipeg,geo_export_c6932d84-8625-49af-bb0f-83f143ef87f4,City of Winnipeg,https://data.winnipeg.ca/Transportation-Planning-Traffic-Management/Active-Transportation-Network/wm39-dswz,https://data.winnipeg.ca/open-data-licence,shp,id,st_name,type,,,geometry,linestring,,,type,Bicycle Only__Protected Bicycle Lane__Shared Bus / Bicycle Lane__Painted Bicycle Lane__Buffered Bicycle Lane__Buffered Bike Lane__,,,type,Multi Use Paved__Multi Use Unpaved__Shared Use Lane__Temp - Traffic Calming Neighbourhoods__Park Path__UofM_Only__
1,walking,,mb,Winnipeg,geo_export_2c9334e4-4ff1-481d-9bf9-bc89e893ee04,City of Winnipeg,https://data.winnipeg.ca/api/geospatial/jdeq-xf3y?method=export&format=Shapefile,https://data.winnipeg.ca/open-data-licence,shp,id,,,surface_ma,width,geometry,linestring,,,,,,,,
0,biking,,qc,Blainville,Blainville_CyclingRoutes,Ville de Blainville,https://www.donneesquebec.ca/recherche/dataset/reseau-des-pistes-cyclables/resource/e7153857-4066-4d70-9e6c-afc1505a1825,https://www.donneesquebec.ca/licence/#cc-by,geojson,JMapId,,,,,geometry,linestring,,,,,,,,
1,multi-use,,qc,Drummondville,R_C3_A9seau_cyclable,Ville de Drummondville,https://donnees-vdrummondville.opendata.arcgis.com/datasets/r%C3%A9seau-cyclable/explore?location=45.893455%2C-72.485216%2C11.62,Request permission.,shp,OBJECTID,,TYPE,TYPEREVETE,,geometry,linestring,,,TYPE,Bande cyclable (marquage)__Piste cyclable (exclusif),,,TYPE,Voie partagée
2,multi-use,,qc,Gatineau,PISTE_CYCLABLE,Ville de Gatineau,https://www.gatineau.ca/upload/donneesouvertes/PISTE_CYCLABLE.zip,https://creativecommons.org/licenses/by/4.0/legalcode.fr,shp,ENTITEID,,TYPE,REVETEMENT,LARGEUR,geometry,linestring,,,TYPE,Bande cyclable__Piste cyclable sur rue__Chaussée désignée,TYPE,,TYPE,Sentier polyvalent__Piste multifonctionnelle__Accotement asphalté__Autre__Sentier récréatif en site propre__Jointure
3,walking,,qc,Gatineau,TROTTOIR,Ville de Gatineau,https://www.gatineau.ca/upload/donneesouvertes/TROTTOIR.zip,https://creativecommons.org/licenses/by/4.0/legalcode.fr,shp,ENTITEID,,TYPE,,,geometry,linestring,,,,,,,,
4,biking,,qc,Laval,sad_reseau_cyclable,Ville de Laval,https://www.donneesquebec.ca/recherche/dataset/localisation-du-reseau-cyclable#,https://www.laval.ca/Pages/Fr/Citoyens/licence-utilisation-donnees-ouvertes.aspx,shp,,,,,,geometry,linestring,CATEG,_Axe de desserte locale ou récréative existant__Axe superstructurant existant__Axe superstructurant existant,,,,,,
5,multi-use,,qc,Laval,surfaces_rue_et_transport_actif,Ville de Laval,https://www.donneesquebec.ca/recherche/dataset/surface-de-rue-et-transport-actif#,https://www.laval.ca/Pages/Fr/Citoyens/licence-utilisation-donnees-ouvertes.aspx,shp,,ODONYME,TYPE_SURFA,REVETEMENT,,geometry,polygon,,,TYPE_SURFA,Voie cyclable - Piste polyvalente__Voie cyclable - Piste cyclable__Tunnel - Piste cyclable__Viaduc - Piste cyclable,TYPE_SURFA,Trottoir__Escalier__Viaduc - Trottoir__Voie piétonnière - Sentier__Tunnel - Trottoir__Voie piétonnière - Passage__Passerelle piétonnière,TYPE_SURFA,Rue__Intersection__Chemin privé__Viaduc - Rue__Tunnel - Rue__Viaduc - Piste polyvalente__
6,multi-use,,qc,Longueuil,PisteCyclable,Ville de Longueuil,https://www.donneesquebec.ca/recherche/dataset/pistes-cyclables-longueuil#,https://www.donneesquebec.ca/fr/licence/#cc-by,shp,,,TYPE,,,geometry,linestring,,,TYPE,Chaussée désignée__Piste cyclable (unidirectionnelle)__Piste cyclable (bidirectionnelle)__Bande cyclable (unidirectionnelle)__Bande cyclable (bidirectionnelle)__Accotement revêtu,,,TYPE,Sentier polyvalent__
7,multi-use,cycling,qc,Montreal,reseau_cyclable,Ville de Montréal,https://data.montreal.ca/dataset/5ea29f40-1b5b-4f34-85b3-7c67088ff536/resource/234c8ee4-d9d8-4bb1-b957-3e5cd495a5aa/download/reseau_cyclable.zip,https://creativecommons.org/licenses/by/4.0/legalcode.fr,shp,ID,,TYPE_VOIE,,,geometry,linestring,,,,,,,,
8,multi-use,express-cycling,qc,Montreal,reseau-express-velo,Ville de Montréal,https://data.montreal.ca/dataset/8a4bf03c-dff6-4add-b58b-c38954b0ed0d/resource/ad1dab9b-c488-4f59-b77a-1ad871d71762/download/reseau-express-velo.zip,https://creativecommons.org/licenses/by/4.0/legalcode.fr,shp,ID_TRC_GEO,,TYPE_VOIE,,,geometry,linestring,,,,,,,,
9,multi-use,paths,qc,Montreal,VOI_TROTTOIR_S_T12_processed,Ville de Montréal,https://data.montreal.ca/dataset/cbea9e7b-9808-42b3-ac05-7d4313a65f98/resource/9847d07e-cc3d-42c0-a42f-c94ddca24a8a/download/voi_trottoir_s_t12_shp.zip,https://creativecommons.org/licenses/by/4.0/legalcode.fr,shp,ID_VOI_TRO,,UTILISATIO,srfc_type,,geometry,polygon,,,UTILISATIO,Voie cyclable,UTILISATIO,Piéton,UTILISATIO,_Passage à niveau__NULL
10,biking,,qc,Quebec City,vdq-reseaucyclable,Ville de Québec,https://www.donneesquebec.ca/recherche/dataset/vque_24#,https://www.donneesquebec.ca/politique-cadre/,shp,ID,,DESCRIPTIO,,,geometry,linestring,,,,,,,,
11,walking,,qc,Quebec City,vdq-infrastructurepietonne,Ville de Québec,https://www.donneesquebec.ca/recherche/dataset/infrastructure-pietonne#,https://www.donneesquebec.ca/politique-cadre/,shp,ID,NOM_TOPOGR,TYPE,,,geometry,linestring,,,,,,,,
12,biking,,qc,Repentigny,Pistes cyclables,Ville de Repentigny,https://www.donneesquebec.ca/recherche/dataset/vrep-pistes-cyclables#,https://www.donneesquebec.ca/licence/#cc-by,shp,,NOM,TYPE,,,geometry,linestring,,,,,,,,
13,biking,,qc,Rimouski,PisteCyclable,Ville de Rimouski,https://www.donneesquebec.ca/recherche/dataset/pistes-cyclables-rim#,https://www.donneesquebec.ca/licence/#cc-by,shp,OBJECTID,,,,,geometry,linestring,,,,,,,,
14,multi-use,,qc,Rimouski,Voirie,Ville de Rimouski,https://www.donneesquebec.ca/recherche/dataset/voirie-rim,https://www.donneesquebec.ca/licence/#cc-by,shp,OBJECTID,CLASSIFICA,TYPE,,,geometry,multilinestring,,,,,TYPE,Trottoir,TYPE,Chaussée__Intersection
15,walking,,qc,Rimouski,InfraPieton,Ville de Rimouski,https://www.donneesquebec.ca/recherche/dataset/infrapieton-rim#,https://www.donneesquebec.ca/licence/#cc-by,shp,OBJECTID,,TYPE,,,geometry,linestring,,,,,,,,
16,walking,,qc,Shawinigan,Sentiers_p_C3_A9destres,Ville de Shawinigan,https://www.donneesquebec.ca/recherche/dataset/3240891e262148ffb53fa485f720ba10_0#,https://www.donneesquebec.ca/licence/#cc-by,shp,OBJECTID,,,Type_Senti,,geometry,multilinestring,,,,,,,,
17,biking,,qc,Sherbrooke,Pistes_cyclables,Ville de Sherbrooke,https://www.donneesquebec.ca/recherche/dataset/e7b14d41a20c4aafa91ed4a9b99384c3_3#,https://www.donneesquebec.ca/licence/#cc-by,shp,OBJECTID,,,TYPEREVETE,,geometry,linestring,,,,,,,,
18,multi-use,,qc,Sherbrooke,Sentiers_p_C3_A9destres,Ville de Sherbrooke,https://www.donneesquebec.ca/recherche/dataset/4b98975ea6764d699d05a1ffd4716194_4#,https://www.donneesquebec.ca/licence/#cc-by,shp,OBJECTID,,,,,geometry,linestring,,,,,,,,
